Image,Solar Panels
solarpanels_native_3__x0_5759_y0_3513_dxdy_416.txt,8
solarpanels_native_1__x0_9453_y0_11025_dxdy_416.txt,15
solarpanels_native_1__x0_7319_y0_9441_dxdy_416.txt,9
solarpanels_native_1__x0_3934_y0_13732_dxdy_416.txt,3
solarpanels_native_3__x0_10025_y0_11844_dxdy_416.txt,4
solarpanels_native_2__x0_13822_y0_7495_dxdy_416.txt,2
solarpanels_native_3__x0_8017_y0_6518_dxdy_416.txt,1
solarpanels_native_2__x0_5184_y0_6305_dxdy_416.txt,7
solarpanels_native_3__x0_8609_y0_9668_dxdy_416.txt,1
solarpanels_native_1__x0_8528_y0_9737_dxdy_416.txt,3
solarpanels_native_3__x0_9507_y0_10717_dxdy_416.txt,7
solarpanels_native_3__x0_6464_y0_13626_dxdy_416.txt,4
solarpanels_native_1__x0_0_y0_7950_dxdy_416.txt,7
solarpanels_native_1__x0_3829_y0_11344_dxdy_416.txt,1
solarpanels_native_1__x0_8737_y0_10639_dxdy_416.txt,8
solarpanels_native_3__x0_5710_y0_9560_dxdy_416.txt,3
solarpanels_native_3__x0_5635_y0_868_dxdy_416.txt,9
solarpanels_native_3__x0_9587_y0_13916_dxdy_416.txt,8
solarpanels_native_1__x0_8212_y0_11441_dxdy_416.txt,4
solarpanels_native_1__x0_9860_y0_10581_dxdy_416.txt,10
solarpanels_native_1__x0_0_y0_7119_dxdy_416.txt,18
solarpanels_native_1__x0_10226_y0_11143_dxdy_416.txt,8
solarpanels_native_2__x0_9747_y0_10899_dxdy_416.txt,4
solarpanels_native_2__x0_8416_y0_3053_dxdy_416.txt,6
solarpanels_native_2__x0_5426_y0_6012_dxdy_416.txt,3
solarpanels_native_1__x0_13355_y0_14715_dxdy_416.txt,5
solarpanels_native_2__x0_5126_y0_5754_dxdy_416.txt,17
solarpanels_native_2__x0_0_y0_11642_dxdy_416.txt,30
solarpanels_native_1__x0_3434_y0_12379_dxdy_416.txt,2
solarpanels_native_2__x0_10553_y0_5621_dxdy_416.txt,4
solarpanels_native_2__x0_15660_y0_14047_dxdy_416.txt,10
solarpanels_native_2__x0_130_y0_10975_dxdy_416.txt,8
solarpanels_native_3__x0_8976_y0_14797_dxdy_416.txt,2
solarpanels_native_1__x0_2300_y0_8080_dxdy_416.txt,9
solarpanels_native_3__x0_4206_y0_15221_dxdy_416.txt,7
solarpanels_native_1__x0_1536_y0_6546_dxdy_416.txt,10
solarpanels_native_3__x0_9348_y0_14876_dxdy_416.txt,16
solarpanels_native_1__x0_9219_y0_13558_dxdy_416.txt,2
solarpanels_native_2__x0_4895_y0_5625_dxdy_416.txt,8
solarpanels_native_3__x0_10226_y0_10267_dxdy_416.txt,6
solarpanels_native_1__x0_9377_y0_11060_dxdy_416.txt,14
solarpanels_native_2__x0_8125_y0_2336_dxdy_416.txt,14
solarpanels_native_3__x0_6552_y0_11164_dxdy_416.txt,9
solarpanels_native_1__x0_4664_y0_6722_dxdy_416.txt,2
solarpanels_native_3__x0_390_y0_6941_dxdy_416.txt,12
solarpanels_native_1__x0_0_y0_7418_dxdy_416.txt,6
solarpanels_native_1__x0_6914_y0_9181_dxdy_416.txt,7
solarpanels_native_1__x0_1283_y0_7097_dxdy_416.txt,4
solarpanels_native_3__x0_1124_y0_7890_dxdy_416.txt,12
solarpanels_native_1__x0_8043_y0_12190_dxdy_416.txt,20
solarpanels_native_3__x0_8348_y0_9251_dxdy_416.txt,5
solarpanels_native_3__x0_8122_y0_11947_dxdy_416.txt,10
solarpanels_native_2__x0_390_y0_11093_dxdy_416.txt,31
solarpanels_native_2__x0_3911_y0_5773_dxdy_416.txt,4
solarpanels_native_1__x0_6359_y0_9326_dxdy_416.txt,5
solarpanels_native_3__x0_6082_y0_11378_dxdy_416.txt,5
solarpanels_native_2__x0_953_y0_10448_dxdy_416.txt,54
solarpanels_native_1__x0_4692_y0_6758_dxdy_416.txt,2
solarpanels_native_2__x0_0_y0_11614_dxdy_416.txt,33
solarpanels_native_1__x0_8154_y0_7753_dxdy_416.txt,8
solarpanels_native_3__x0_2343_y0_13238_dxdy_416.txt,9
solarpanels_native_3__x0_8746_y0_12262_dxdy_416.txt,5
solarpanels_native_1__x0_5975_y0_12167_dxdy_416.txt,9
solarpanels_native_1__x0_3508_y0_3327_dxdy_416.txt,2
solarpanels_native_2__x0_3611_y0_12826_dxdy_416.txt,5
